作文编码,国籍,性别,考试时间,作文题目,口试分数,作文分数,听力分数,阅读分数,综合分数,总分,证书,检索原句
199705104523200125,韩国,女,199705,我的城市/乡村生活,65,60,46,56,58,268,未参加,"我在日本的郊区出生的{CJsd}，出生于1965年[BQ，]在那个时候我家是农村路[BQ，]也修的不太好[BQ。]我的家里有母亲、父亲、弟弟、妹妹[BQ。]我的心中最{CD有}深的{CJX}印象[B像]是母亲[BQ，]她一边打工一边养我的,她很辛苦的。"
199505104523100022,韩国,男,199505,记对我影响最大的一个人,75,80,62,65,63,336,C,世[C]界上名副[B付]其实的伟大[B在]人物在悠[B有]久的历史过程中不断出现，但是对我影响最大的一个人不是历史上的伟大人物，而是一位普通的老师[BQ。]他是我在大学四年级的时候选修课[B科]程中的老师[BQ，]他讲的是{CC1就是}{CD关于}世[C]界经[C]济和韩国[C]经济的对照{CC对应}。
200405109523201851,韩国,女,200405,吸烟对个人健康和公众利益的影响,70,65,69,58,59,307,C,不良影响。
200307201523200056,韩国,女,200307,绿色食品与饥饿,60,50,59,49,64,262,未参加,中国可以说是生产农业产品最多的国家。
200105550523250080,韩国,女,200105,一封写给父母的信,70,75,63,68,63,328,C,我总是希望您们更健康，更幸福。
199605550523190073,韩国,男,199605,由“三个和尚没水喝”想到的……,60,60,66,70,49,287,未参加,佛教的教理中最重要的就是“慈爱，博[C]爱”等[BQ。]{CD左右}[BD…]所以他们都知道为了别的人的幸福让步自己的利益是{CJ-sy做}和尚的道理。
199312123523100312,韩国,男,199312,一封求职信,55,60,41,63,45,245,未参加,我[C]上大学时经营学专业的，所以{CJ+zy为此}多才多艺。
200307217523100076,韩国,男,200307,绿色食品与饥饿,65,65,75,59,64,312,C,我对这[C]样的人们的行为并不反对。
200209550523250082,韩国,女,200209,如何解决“代沟”问题,65,65,33,40,36,223,未参加,孩子天天学习得{CC的}很累，而且他们的想法和以前的不一样。
200105550523250027,韩国,女,200105,一封写给父母的信,75,65,52,56,65,300,C,我到汉城来生活已有两年多了。
199505104523100226,韩国,男,199505,记对我影响最大的一个人,60,60,54,48,43,247,未参加,可是上大学以后[F後]，我越来[F來]越懂[C]了老师[F師]说[F說]的真正的意思{CQ了}。
200105550523150502,韩国,男,200105,一封写给父母的信,70,70,27,51,45,251,未参加,他们都很有人情味儿[F兒]，尤其是对我。
200307209523200003,韩国,女,200307,绿色食品与饥饿,70,65,72,41,84,318,未参加,你吃了那些污染的食品就会不健康，但如果你不吃东西挨饿的话，也{CJX}不是一样不健康吗？
200510111523101268,韩国,男,200510,我看流行歌曲,65,60,79,48,57,292,未参加,流行歌曲可以给一些年轻人欢乐。
200209550523250067,韩国,女,200209,如何解决“代沟”问题,60,65,60,49,60,277,未参加,妈妈觉得很奇怪。
200307302523200063,韩国,女,200307,绿色食品与饥饿,70,65,78,49,56,304,C,所以一定要多了解，多关心这些饮食习惯。[BC.]
200105550523250075,韩国,女,200105,一封写给父母的信,70,75,63,63,49,309,C,等几个月好吗？
200405109523201553,韩国,女,200405,吸烟对个人健康和公众利益的影响,60,60,59,46,44,251,未参加,这一新措施在人口密集的商业中心开始实施。
200405109523200544,韩国,女,200405,吸烟对个人健康和公众利益的影响,95,70,62,60,73,354,C,吸烟虽然暂[F晢]时消除烦恼[B脑]，但对身[C]体的影响是不可想象的。{CP如果吸烟者越来越少的话，对公众的利益会很有好处{CC3多}
200307201523100094,韩国,男,200307,绿色食品与饥饿,65,60,67,59,53,287,C,如果你有钱，能买绿色食品，你没有那么多钱，肯定买不了。
200307302523200049,韩国,女,200307,绿色食品与饥饿,80,75,75,62,93,376,B,那你理所当然地会认为不使用化肥、[BC，]农药就行了。
200307201523100039,韩国,男,200307,绿色食品与饥饿,70,70,78,75,90,371,C,这[C]样下去，地球也会回复原来的状[B装]态。
200105550523250408,韩国,女,200105,一封写给父母的信,65,65,30,47,51,242,未参加,爸爸、[BC，]妈妈，您们好！
199610550523290037,韩国,女,199610,如何解决“代沟”问题,60,70,44,48,47,254,未参加,爸爸的话也没有错误。
200104124523200173,韩国,女,200104,一封写给父母的信,70,65,52,37,56,266,未参加,我在韩国的时候，常常不听妈妈、[BC，]爸爸的话。
199605104523100097,韩国,男,199605,由“三个和尚没水喝”想到的……,60,65,21,54,51,234,未参加,这一方法以外没有别的办法。
200307302523200024,韩国,女,200307,绿色食品与饥饿,75,70,64,70,84,352,C,在我[C]们不知道粮食的重要性[BD，]而浪费它时，在地球的另一方面的人们在饥饿着。
200405109523100808,韩国,男,200405,吸烟对个人健康和公众利益的影响,55,60,45,44,50,235,未参加,许多国家{CJX}为什么实行“[BC‘]在公共场所禁止吸烟”[BC’]的措施{CC实施}呢？
199505104523100234,韩国,男,199505,记对我影响最大的一个人,70,65,54,53,49,277,未参加,{CJ+zy有一次，}大约我初[C]二的时候，有一天我父亲满[C]醉回来，那时候我已经[C]习惯于父亲的生活[BQ。]父亲是个很顽[B玩]固[B故]的人，所以生活上他总是{CJ？不实现}他愿意事的时候，经[C]常喝酒发泄{CC安慰}那{CC那样}不满[F滿]意的心情。
199605550523190082,韩国,男,199605,由“三个和尚没水喝”想到的……,80,70,63,63,68,334,C,这两句话[F話]，可说是具有完全极[F極]端的意义。
200104124523200140,韩国,女,200104,一封写给父母的信,70,75,36,37,47,254,未参加,还有，我最近开始了{CJX}学习日语，[BC。]每个周末学六{CC6}个小时。
199705104523200522,韩国,女,199705,我的城市/乡村生活,65,60,46,35,37,226,未参加,我们每个国家都有这样的情况。
199705104523100076,韩国,男,199705,我的城市/乡村生活,70,45,44,42,56,238,未参加,虽然他是比我小三岁，我对这件事不在意。
200005108523200351,韩国,女,200005,关于用自然之声取代噪声的建议,75,55,83,80,63,341,C,比如说，把恼人的闹钟表的声换成小鸟鸣声，把自行车的喇叭声换成大洋的波浪声等。
200105550523250314,韩国,女,200105,一封写给父母的信,70,60,49,44,40,248,未参加,祝[B主]你平安。
199605550523190073,韩国,男,199605,由“三个和尚没水喝”想到的……,60,60,66,70,49,287,未参加,他们都是和尚。
200105550523250171,韩国,女,200105,一封写给父母的信,70,70,74,61,63,326,C,我很担心，爸，妈的健康。
200307205523100033,韩国,男,200307,绿色食品与饥饿,65,65,67,43,56,280,C,现[C]在世界的健[C]康你们认为怎么样？
200405109523101777,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,70,31,25,23,200,未参加,（如果{CQ在}马路上要吸烟的话进吸烟区吸。
200105550523250457,韩国,女,200105,一封写给父母的信,70,85,63,68,74,352,C,妈[BQ、]爸[BQ，]再见，替我问候[B侯]其他亲威。
200405109523201823,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,75,83,68,53,331,C,随着人们{CJ-zy越来越}重视个人的权利，现在的[C]吸烟者不[C]可以随时[BD，]随意吸烟了。{CP虽然他们要抽烟的地方是外边，如果写着‘禁止吸烟’的[C]话，无法吸烟。P}
199904124523200407,韩国,女,199904,如何面对挫折,60,65,70,57,50,285,C,还有，这事后，我遇到{CC遭到}某一种坏事{CQ时}就想起妈妈对我说的话。
200005108523100392,韩国,男,200005,关于用自然之声取代噪声的建议,60,65,56,62,54,280,未参加,我们在街道上看到的防音壁，交通规则上的禁止{CJ-zy乱}响{CC敬}喇叭声是噪音对策的一种。
199610550523190003,韩国,男,199610,如何解决“代沟”问题,65,60,73,67,61,309,C,因为随[F隨]着社会发展{CC发达}，我们[C]家庭成为核心家庭，所以{WWJ}
200209550523250067,韩国,女,200209,如何解决“代沟”问题,60,65,60,49,60,277,未参加,回家以后，他马上开始做{CJ+buy了}家务。
200405109523100806,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,65,48,54,39,262,未参加,吸烟者应该想[D把]每个人都有自己[C]的权益和健康[C]。
199705104523200125,韩国,女,199705,我的城市/乡村生活,65,60,46,56,58,268,未参加,我在小学时对学习不太用功爱看电视[BQ，]所以学习成绩不好[BQ。]但连续剧和歌曲的知识比别人多点[BQ，]我的朋友也是爱听音乐爱看电视的[BQ，]我们{CC咱们}在一起经常谈爱好的话题[F題][BQ。]我的童年时代和弟弟的关系非常不好[BQ，]经常闹[BQ、]吵架[BQ，]我和弟弟差5岁[BQ，]弟弟是不爱说话听母亲的话[BQ。]
200307302523200138,韩国,女,200307,绿色食品与饥饿,70,65,46,49,35,251,未参加,当时我也问过[C]爷爷[BC‘]为什么用化肥和农药[C]，不用那些药它们活不了吗[C]？[BC‘]
200307206523200030,韩国,女,200307,绿色食品与饥饿,70,60,70,70,79,334,C,当然化肥和农药的使用对产量应该有所帮助，但这不是绝对的解决办法。
200209550523250751,韩国,女,200209,如何解决“代沟”问题,70,65,69,71,76,337,C,在年轻人方面[BD，]——他们理应认识到父母的恩惠，父母跟自己是不可分割的一个整体{CC4一部分}。
200105550523250129,韩国,女,200105,一封写给父母的信,70,65,49,54,58,282,C,早上，你给我打了个电话。
200510302523100047,韩国,男,200510,我看流行歌曲,90,75,72,73,91,395,B,流行歌曲有很多种，有重金属风格的有柔和风格的，也有比较轻快的。
199604124523200041,韩国,女,199604,如何看待“安乐死”,50,60,42,30,44,205,未参加,她痛得受不了所以请丈夫帮助她死。[BC.]
200510111523101052,韩国,男,200510,我看流行歌曲,75,75,58,50,67,315,C,这就是流行歌曲的吸引力。
200307109523200447,韩国,女,200307,绿色食品与饥饿,65,90,75,70,90,381,B,饥饿的问题也是其中之一。
200105550523250006,韩国,女,200105,一封写给父母的信,65,60,52,42,38,240,未参加,我对您们一定会更尊重。
200209550523150096,韩国,男,200209,如何解决“代沟”问题,65,60,60,59,36,263,未参加,这些国家已经经过高速发展[C]。
200307215523150008,韩国,男,200307,绿色食品与饥饿,60,60,70,67,41,280,未参加,这是现在国际社会上的一个矛盾。
200510919523250013,韩国,女,200510,父母是孩子的第一任老师,75,90,89,60,85,393,B,总而言之，父母对{CC给}孩子的影响是比谁都要大{CJsd}，这个影响是比学校的老师都要大无数倍{CJs}。
200105550523250075,韩国,女,200105,一封写给父母的信,70,75,63,63,49,309,C,可是你们一句话不说[BQ，]决定让我去汉城上大学，每月送我生活费，我很感谢你们。
200104124523200008,韩国,女,200104,一封写给父母的信,65,80,58,58,63,312,C,生活过得怎么样？
200105550523250230,韩国,女,200105,一封写给父母的信,65,65,44,54,61,273,未参加,我想以后也继续努力当好的女儿，努力不让[B给]你们失望。
200209550523250074,韩国,女,200209,如何解决“代沟”问题,70,70,48,52,52,280,未参加,吃饭{CD的}也是，在外面嘛{CC吗}，可以随便吃什么，但是我妈妈非要吃饭不可。
200209550523250787,韩国,女,200209,如何解决“代沟”问题,65,80,51,64,62,310,C,父母要多理解孩子，不要居高临下，要以平等的朋友般的态度来与子女交谈[BQ。]子女也得了解父母，特别是年老的父母，[BC。]子女应该虚心学习父母的生活经验。
200209550523250780,韩国,女,200209,如何解决“代沟”问题,65,60,54,47,40,249,未参加,代沟问题就是年[C]龄[B领]大的人和小的人之间的互相不理解对方的生活方式[B试]，价值观等。
200005108523100358,韩国,男,200005,关于用自然之声取代噪声的建议,70,65,42,32,46,241,未参加,我在中国去了好多电影院看电影，可是在中国电影院也有噪声。
200307109523200446,韩国,女,200307,绿色食品与饥饿,60,45,24,38,53,198,未参加,所以不挨饿是第一位。P}
200209550523150188,韩国,男,200209,如何解决“代沟”问题,65,60,69,54,62,293,C,所以，孩子们不愿意跟父母谈话，不想一起呆在家里，互相不能有机会一起努力解决[C]代沟[C]问题。
200510111523201255,韩国,女,200510,我看流行歌曲,70,80,70,67,74,351,B,听流行歌曲并不是个问题，但对自己喜欢的歌星达到痴迷的程度导致了重大的问题。
200307332523200015,韩国,女,200307,绿色食品与饥饿,75,85,78,67,93,391,B,“绿色食品”的生产，可以到了没有因饥饿而死的难民之后再生产。
200405109523100788,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,80,74,60,84,364,B,如果{CD说}[BD，]一个国家的青年人{CD们}不健康，这{CQ会}导致国[C]家发展缓慢，给[C]每[C]个人的就业机会也会减少。
199605104523200226,韩国,女,199605,由“三个和尚没水喝”想到的……,85,85,60,72,82,379,B,这种现象蔓延{CJX}在我们的社会里。
199412104523200695,韩国,女,199412,记对我影响最大的一个人,60,60,54,44,55,255,未参加,老师{CQ边}微笑着[BQ，]边说：[BC、]“[BC‘]你呀，那时候，[BC、]你是个非常不听话的学生，让我很{CC真}难过的学生，现在看见[F見]你的成熟的样子，我非常高兴啊！
200307212523200066,韩国,女,200307,绿色食品与饥饿,70,70,75,78,79,360,C,人们吃绿色食品的最主要原因就是健康，讲究吃绿色食品的人可以说是害怕生病或早死的人。
200105550523250091,韩国,女,200105,一封写给父母的信,70,65,52,58,49,280,C,祝你们幸福！
199505104523200173,韩国,女,199505,记对我影响最大的一个人,55,70,62,55,63,289,C,可是对我爸爸的位置[B直]{CD跟}什么也比不上。
199605550523190050,韩国,男,199605,由“三个和尚没水喝”想到的……,65,70,46,49,56,272,未参加,在一些{CD座}庙里，只有一个和尚的时候，他只能依靠自己的力量，所以，他每天都要到山底[C]下自己认真挑水喝。
200405109523200543,韩国,女,200405,吸烟对个人健康和公众利益的影响,80,65,50,62,64,309,C,吸烟给个人带来不好的结果，[BC。]抽烟的人比[C]不抽烟的人更容易得病。
200209550523250203,韩国,女,200209,如何解决“代沟”问题,75,80,66,86,82,380,B,最终{CC终于}，孩子们越来越{CJX}离父母远{CJ+sy去}了。
200209550523250941,韩国,女,200209,如何解决“代沟”问题,65,70,48,49,40,258,未参加,先听听父母的看法，然后说自己的想法。
200307109523100327,韩国,男,200307,绿色食品与饥饿,60,45,38,17,6,144,未参加,当然我吃[BQ“]绿色食品[BQ”]是第一位的。
200105550523250340,韩国,女,200105,一封写给父母的信,75,65,44,47,49,267,未参加,首先[BQ，]爸爸！
199605550523290057,韩国,女,199605,由“三个和尚没水喝”想到的……,65,50,58,42,61,257,未参加,这说明人多了人们就不负责任，把责任推到别人身{CC肩[C]}上，结果[B过]也没有得到什么，都失去了自立。
200105550523150161,韩国,男,200105,一封写给父母的信,70,60,55,49,72,291,未参加,妈[F媽]，你怕把很多钱花在你身上[BQ，]是不是，妈[F媽][BQ，]你为[F為]什么这[B怎]么笨？
199412104523200684,韩国,女,199412,记对我影响最大的一个人,70,60,62,57,61,295,C,我们研究所的人都这样称呼他。
200405109523101883,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,65,28,44,44,230,未参加,健康对人来说，很重要的{CJsd}。
200405109523101473,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,65,50,25,37,226,未参加,要是抽烟这个行为{CC东西}就对抽烟者一个人不好，有可能我不同意这个规定{CQ制定}，但是重要的问题在这儿，不仅[B尽]抽烟对抽烟者的身[C]体不好，[BC.]而且对他身[C]边{CQ的}人的身[C]体也不好，[BC.]甚至[B直]有人说[C]对身[C]边的人有更不好的影响。
200405109523100738,韩国,男,200405,吸烟对个人健康和公众利益的影响,90,65,82,87,83,398,B,但我认为，这种措施过度侵犯{CC侵害}了个人的自由权。
200209550523250081,韩国,女,200209,如何解决“代沟”问题,70,65,63,57,64,305,C,爸爸不理解儿子，儿子不理解爸爸的这个代沟{CJ+sy是}已经成了个很大的社会问题。
199604123523200308,韩国,女,199604,如何看待“安乐死”,70,65,63,71,49,303,C,对安乐死，有的国家在法律上允[B充]许，有的国家不允[B充]许，这[C]是跟每[C]个国家的传统有关[BQ，]我觉得中国也是这[C]样，受到以前孔子思想的影响[B向]。
200307204523100053,韩国,男,200307,绿色食品与饥饿,60,60,62,59,70,293,未参加,绿色食品”生产之前，我们吃的大部分都是那些含有农药的食品。
199904123523200150,韩国,女,199904,如何面对挫折,65,65,67,55,46,282,C,失败{CD是}不是很可怕{CC2怕}的东西，[BC。]而是{CC就是}好的东西。
200307109523200279,韩国,女,200307,绿色食品与饥饿,70,75,88,59,79,360,C,但我们需要回头看一看{CC3看}、想一想。
200405109523100696,韩国,男,200405,吸烟对个人健康和公众利益的影响,70,65,52,56,68,297,C,难道他不知道吸烟对身体不利吗？
200405109523100518,韩国,男,200405,吸烟对个人健康和公众利益的影响,75,75,55,44,61,300,未参加,据我[C]所知，现在世界大部分的国家都为了减少吸烟者而努力，我们国家也一样。
200209550523250002,韩国,女,200209,如何解决“代沟”问题,60,60,27,47,29,205,未参加,年轻人喜欢的东西，长辈{CD人}不喜欢。
200209550523150179,韩国,男,200209,如何解决“代沟”问题,70,65,69,71,46,307,C,父母为了减[B咸]少代沟的现象[B像]应该首先要理解[BD，]子女们所在的新文明。[BC，]
199610550523290029,韩国,女,199610,如何解决“代沟”问题,60,65,60,48,47,263,未参加,可是逼迫他跟[C]我的一样[F樣]，如果我们[F們]听别人对[F對]自己这[F這]样[F樣]，{CD以为[F為]}是叫人生气[F氣]的。
200104124523200334,韩国,女,200104,一封写给父母的信,75,60,47,32,42,242,未参加,你[B您]们知不知道我特别担心[BD，]你[B您]们的健康啊？[BC！]
200105550523250222,韩国,女,200105,一封写给父母的信,65,75,44,39,47,257,未参加,可他为人很好，长得挺好看[BQ，]所以不知道怎么样才好，爸爸你说呢？
200104124523200456,韩国,女,200104,一封写给父母的信,70,70,71,51,63,313,C,我盼着回家的那天，在这里[L]努力生活，我觉得只有这样{CJ-zy才能}报答你们。
200307201523200026,韩国,女,200307,绿色食品与饥饿,75,70,75,62,73,344,C,我认为可行的措施有以下几个：首先，法律上规定可用的农药的种类、使有量，这[C]样会防止对人们健康造[C]成危胁。
200209550523250761,韩国,女,200209,如何解决“代沟”问题,70,80,54,74,70,338,C,家庭是社会的最基本结构。
200510302523200207,韩国,女,200510,我看流行歌曲,85,70,46,44,52,288,未参加,我觉得[C]流行歌曲显示目前韩国流行的文化。
200105550523250047,韩国,女,200105,一封写给父母的信,70,70,38,49,61,276,未参加,你们别担心我。
200307302523100104,韩国,男,200307,绿色食品与饥饿,65,65,48,35,30,227,未参加,要不然怎么[C]会叫“绿色食品”！
199604123523200035,韩国,女,199604,如何看待“安乐死”,60,80,29,32,29,217,未参加,他不会做这件事。
200209550523150038,韩国,男,200209,如何解决“代沟”问题,65,65,45,54,62,275,未参加,我觉得通过{CC经过}这样的做法，他们之间{CJ-zy会}越来越近。
199505104523200167,韩国,女,199505,记对我影响最大的一个人,65,65,49,46,53,262,未参加,我当然很爱她。
200510111523101633,韩国,男,200510,我看流行歌曲,65,70,63,52,40,276,未参加,流行歌曲是大多数人知道的、[BC，]有非常多的听众的音乐。
200307201523200088,韩国,女,200307,绿色食品与饥饿,65,60,67,38,58,271,未参加,我们常常不满饭菜，可是这[C]个是对每天饥饿的原因死的成千上万的儿童[B懂]{CY}。
200105550523250339,韩国,女,200105,一封写给父母的信,65,70,63,32,56,272,未参加,我看你们的脸，我很难过。
200307201523100036,韩国,男,200307,绿色食品与饥饿,65,65,78,62,64,318,C,更具体地说这[C]样的问题已经很严重{CC密切}地影响到我们的平时生活。
200405109523200944,韩国,女,200405,吸烟对个人健康和公众利益的影响,85,75,79,68,80,379,B,吸烟者乱扔烟头儿不说，还随地吐痰[Ptán]。
199604123523100320,韩国,男,199604,如何看待“安乐死”,70,75,61,59,60,313,C,这样做既有[L]助于病人，也有助于{CJ-sy维护}生命的尊严。
200105550523250441,韩国,女,200105,一封写给父母的信,65,75,44,56,38,265,未参加,几天前我给弟弟打过电话。
200209550523250209,韩国,女,200209,如何解决“代沟”问题,65,60,66,64,50,288,C,”{CJ+zy对[C]我来说，}有的[C]时候[C]，我抱怨{CJ+buy了}父亲，但他什[C]么时候{CJ+zy也}都爱[C]我[BQ、]相信我，我真的感动极了，{CJ+zhuy我}一句话也说不出来{CC2出}。
200104124523200226,韩国,女,200104,一封写给父母的信,70,70,52,35,49,264,未参加,现在做什么事都不太容易。
199505104523200219,韩国,女,199505,记对我影响最大的一个人,75,70,65,59,61,319,C,母亲[C]说服[C]父亲[C]，我终于得到了父母的同意来中国留学{CD的事儿}。
199510550523100906,韩国,男,199510,如何看待“安乐死”,75,80,45,39,50,280,未参加,让[F讓]他们[F們]自杀[F殺]是比较[F較]好的决[F決]定。
200105550523250529,韩国,女,200105,一封写给父母的信,65,65,55,61,63,293,C,时间{CC我}不知不觉地很快过去了。
200209550523250088,韩国,女,200209,如何解决“代沟”问题,65,65,60,52,62,288,C,我觉得代沟是不可避免的。
200307302523200052,韩国,女,200307,绿色食品与饥饿,70,65,51,46,44,262,未参加,没有化肥和农药时，我们也种{CC做}出{CD个}好农作物。[BC.]
200405109523201019,韩国,女,200405,吸烟对个人健康和公众利益的影响,70,55,57,68,48,282,未参加,这么[C]厉[C]害[C]的[C]烟[C]，人们为什么抽？
200105550523250043,韩国,女,200105,一封写给父母的信,70,70,58,58,63,307,C,爸妈！
200405109523201774,韩国,女,200405,吸烟对个人健康和公众利益的影响,65,75,48,48,48,271,未参加,烟{CD是}已经成了生活必需[B须]品，所以因为肺[C]癌死的人越来越增加了。{CQ在}
200405109523200996,韩国,女,200405,吸烟对个人健康和公众利益的影响,75,65,67,70,79,343,C,我们可以把吸烟的不好之处概括为以下几个方面。
200307302523100088,韩国,男,200307,绿色食品与饥饿,70,65,80,75,87,363,C,如果没有我们的关心与支技，不生产绿色食品也不能解决
200510302523200094,韩国,女,200510,我看流行歌曲,60,75,67,46,62,296,未参加,还有歌词{CJX}像诗一样的。
199605104523200328,韩国,女,199605,由“三个和尚没水喝”想到的……,80,70,66,58,63,327,C,”{CD但是}结果这火更大，最后连自己的家也都烧掉了。
199904123523200005,韩国,女,199904,如何面对挫折,70,65,37,60,46,264,未参加,失败是能够变成成功{CJsd}，把挫折变成动力。
200510302523100123,韩国,男,200510,我看流行歌曲,80,90,81,75,91,412,B,当然，流行歌曲也会带来一些不良影响{CC因素}，最主要的就是青少年们不仅[B反]想模仿歌曲，也想模仿歌星的打扮。
200510111523200793,韩国,女,200510,我看流行歌曲,80,65,67,46,69,315,C,现在在中国比较多的韩国歌曲引进了国内市场{CJbei}，许多青少年爱听韩国流行歌曲。
200105550523150334,韩国,男,200105,一封写给父母的信,75,75,63,75,81,359,B,每天早上要跑五公里，上午[B年]要练跆拳道，下午也要训练，每月有一次大队级训练。
200405109523201841,韩国,女,200405,吸烟对个人健康和公众利益的影响,70,55,48,37,41,235,未参加,不过吸烟确实[C]是对身体不好{CD的}。
200105550523250482,韩国,女,200105,一封写给父母的信,65,70,49,56,54,280,C,而且，二姐先结婚而对大姐不好意思吧！
200005108523100624,韩国,男,200005,关于用自然之声取代噪声的建议,75,65,80,83,76,366,B,首先，对人们的身体好，自然的声音是人们非常喜欢的声音，不管[B官]何时听使人们感到非常好{CJ+zxy的感决}。
200205212523200055,韩国,女,200205,如何看待“安乐死”,70,55,44,56,58,267,未参加,我们来从两个方面看这个问题。
199804123523200240,韩国,女,199804,学习汉语的苦与乐,70,65,30,49,36,236,未参加,学习汉语是妈妈的希望。
199505104523200079,韩国,女,199505,记对我影响最大的一个人,65,65,36,40,53,243,未参加,我们很高兴，因为我们{CC2我}自己帮助一个同学，让他坚[C]持上学，我们自己觉[C]得我们做的事情是非常好的。
200307205523100065,韩国,男,200307,绿色食品与饥饿,65,65,70,70,90,344,C,而现在的世界上还有几亿人因缺少粮食而挨饿。
199505104523100071,韩国,男,199505,记对我影响最大的一个人,65,55,65,65,51,283,C,时[C]间象流水一样[BQ，]已经过[C]了几年了。
200209550523150876,韩国,男,200209,如何解决“代沟”问题,65,65,63,37,62,276,未参加,比如，因特网和手机技术的发展产生了新文化。
200510302523200066,韩国,女,200510,我看流行歌曲,75,50,74,52,74,309,未参加,流行歌曲就是指众多听众喜欢听的歌曲。
200209550523250960,韩国,女,200209,如何解决“代沟”问题,70,60,78,81,68,342,C,那么，问题是什么呢？
200209550523250851,韩国,女,200209,如何解决“代沟”问题,60,70,30,69,60,274,未参加,我在父母面前表示不高兴的样子。
200209550523250005,韩国,女,200209,如何解决“代沟”问题,75,70,78,79,72,363,B,那我们该怎么解决代沟问题呢？
199904124523200332,韩国,女,199904,如何面对挫折,65,55,67,65,67,301,C,我们一点也感觉不到成功的滋味{CC味道}，我认为谁面对挫折{CJ+zy多么}好好地对待，{CJ+zy多么}勇敢地{CC的}对付{CC对应}，{CJ-zhuy谁}就会{CC就是}变成人生的胜利者而{CJ-sy成为}最后{CQ的}{CJX}笑到{CC笑的}冠军。
200209550523250235,韩国,女,200209,如何解决“代沟”问题,85,70,81,84,84,395,B,不论古今中外，无不存在{CJ+buy过}“代沟”一词。
200105550523150204,韩国,男,200105,一封写给父母的信,70,75,68,42,72,316,C,像[B向]她这样的女人不论在中国，韩国，或在世界上都很难找吧？
199705104523100019,韩国,男,199705,我的城市/乡村生活,65,70,66,60,46,293,C,"在城市生活,还是乡村生活都有特点。"
200209550523250232,韩国,女,200209,如何解决“代沟”问题,65,65,75,69,54,312,C,下一代人也要付出努[C]力。
200105550523250148,韩国,女,200105,一封写给父母的信,70,70,52,32,45,257,未参加,我选[B先]我{CQ的}专业时，爸妈都相信我的选择，而我真高兴了。
199505104523200309,韩国,女,199505,记对我影响最大的一个人,65,55,81,61,69,313,C,而且他常常说我[C]太自私，应该考虑别人，尊重别人的意见[C]。
199604123523100302,韩国,男,199604,如何看待“安乐死”,60,60,58,59,42,261,未参加,安乐死在法律上该{CJ-sy受到}保护[F護[C]]，在宗教[C]上更该允许。
199605104523100097,韩国,男,199605,由“三个和尚没水喝”想到的……,60,65,21,54,51,234,未参加,还有人们应该遵守社会的规律。
199604123523200308,韩国,女,199604,如何看待“安乐死”,70,65,63,71,49,303,C,而且大多数的中国人也是这样想{CJsd}。
200405109523101878,韩国,男,200405,吸烟对个人健康和公众利益的影响,60,80,21,23,28,199,未参加,"第二，吸烟的人远动量特少[C]，所以健康也不好[BQ。]按照{CC照[C]按}我吸烟的原[B圆]因是看电影时，有一个很帅[B爽[C]]的男人吸烟的话[BQ,]我觉[C]得很精彩[B采[C]]。"
199804123523100211,韩国,男,199804,学习汉语的苦与乐,70,55,57,47,46,259,未参加,一是学汉语的苦{CC1苦点}，二是乐{CC1乐点}，首先要说苦的{CC点}是，我觉得每个学外语的人感觉几乎都差不多难学是因为，每个国家，每个民族的风俗[Pshu]习惯不一致，所以{CC2又}语言表达方法也不一样。
200105550523150488,韩国,男,200105,一封写给父母的信,65,65,33,54,40,241,未参加,前几天我准备这次父母节礼物的时候，我很想买{CJ+zy什么}贵重{CC宝贵}的东西，不过我还{CJX}不是学生吗？
199904123523200008,韩国,女,199904,如何面对挫折,75,70,37,65,59,295,未参加,关于如何面对挫折的问题，我是这样想的。
199605550523290081,韩国,女,199605,由“三个和尚没水喝”想到的……,65,80,80,67,70,350,B,从小学到高中，我一直{CC一向}担任{CD了}班长。
199312104523100017,韩国,男,199312,一封求职信,60,50,62,34,39,225,未参加,还会说的外语有英语、[BC，]日语[BQ，]而且很喜[B希]欢到各处[D的]旅游。
200105550523250339,韩国,女,200105,一封写给父母的信,65,70,63,32,56,272,未参加,我们每个人出1万韩币，选一张爸妈一起拍的照片去那商店。
200405109523101453,韩国,男,200405,吸烟对个人健康和公众利益的影响,65,65,59,35,46,254,未参加,以前我[C]们没想到吸烟会给非吸烟者{CJ-sy带来}影响[B向]。
200209550523250904,韩国,女,200209,如何解决“代沟”问题,70,60,54,57,44,270,未参加,为了那样对话也{CJ-sy是}必要的。
199605104523200164,韩国,女,199605,由“三个和尚没水喝”想到的……,70,60,49,63,49,276,未参加,他们两个人一起吃饭[B馆]，一起修行{CC修养}，[BC。]可是他们{CC2他}觉得抬水的事情太辛苦了，[BC。]所以他们两个人商量商量{CJcd}以后，马上决定了“今天你去，明天我去”[BQ。]他们觉得{CJ-zhuy这}有道理的方法啊{CJs}。
200105550523150062,韩国,男,200105,一封写给父母的信,70,70,22,25,36,211,未参加,我写到这儿吧！
